Converting ICESat/GLAS binary freeboard vector data to ASCII
Wed Feb 12 08:00:19 2014

write_fb:
  file_in:       laser2a0003002.dat
  laser_period:  2a
  track:         0003
  cycle:         002
  file_out:      laser2a0003002.txt
  non_zero_only:        0
  nan_replace:       -999

read_fb:
  Year:                  2003
  Month:                   10
  Day:                     21
  Hour:                    23
  Minute:                   4
  Doy:                    294
  record_count:          2793
  non_zero_count:        2780
  nan_count:                0

    Latitude   Longitude   Freeboard   Thickness
   86.017514  218.116322    0.379785    1.801085
   86.017581  218.094014    0.374093    1.747646
   86.017648  218.071706    0.539035    3.299419
   86.017715  218.049397    0.328009    1.314336
   86.017782  218.027092    0.258041    0.656229
   86.017847  218.004791    0.265105    0.722793
   86.017912  217.982487    0.397593    1.969260
   86.017977  217.960175    0.397236    1.966015
   86.018042  217.937852    0.671246    4.543823
   86.018108  217.915510    0.355988    1.578196
   86.018174  217.893154    0.489337    2.832762
   86.018241  217.870786    0.557327    3.472479
   86.018307  217.848402    0.429252    2.267737
   86.018373  217.825993    0.356743    1.585730
   86.018438  217.803579    0.412819    2.113363
   86.018503  217.781166    0.201531    0.440432
   86.018567  217.758767    0.372502    1.734304
   86.018628  217.736400    0.313851    1.182669
   86.018689  217.714041    0.290781    0.965749
   86.018748  217.691685    0.183290    0.400568
   86.018807  217.669323    0.396621    1.961639
   86.018866  217.646947    0.330604    1.340700
   86.018923  217.624567    0.314986    1.193884
   86.018980  217.602183    0.434963    2.322664
   86.019035  217.579798    0.679130    4.619733
   86.019089  217.557410    0.754562    5.329456
   86.019141  217.535024    0.581974    3.705964
   86.019193  217.512642    0.629245    4.150772
   86.019244  217.490269    0.496464    2.901767
   86.019295  217.467914    0.574749    3.638324
   86.019346  217.445562    0.543474    3.344222
   86.019396  217.423214    0.539656    3.308414
   86.019446  217.400865    0.627688    4.136666
   86.019495  217.378504    0.566149    3.557861
   86.019543  217.356145    0.709785    4.909196
   86.019590  217.333788    0.565088    3.548092
   86.019637  217.311440    0.795309    5.713971
   86.019682  217.289111    0.852806    6.254973
   86.019727  217.266782    0.360473    1.623536
   86.019772  217.244450    0.568758    3.583051
   86.019817  217.222103    0.710459    4.916193
   86.019863  217.199730    0.668495    4.521531
   86.019910  217.177345    0.541052    3.322733
   86.019956  217.154952    0.489157    2.834647
   86.020003  217.132555    0.670592    4.541579
   86.020048  217.110153    0.536633    3.281488
   86.020093  217.087753    0.539532    3.308869
   86.020138  217.065356    0.790532    5.670219
   86.020182  217.042970    0.686157    4.688436
   86.020227  217.020611    0.888250    6.589710
   86.020270  216.998253    0.797185    5.733136
   86.020313  216.975894    0.247349    0.560750
   86.020354  216.953523    0.569589    3.592284
   86.020392  216.931124    0.992972    7.575297
   86.020429  216.908715    0.542781    3.340308
   86.020465  216.886297    0.700696    4.825970
   86.020500  216.863869    0.624956    4.113575
   86.020534  216.841428    0.440110    2.374770
   86.020568  216.818988    0.625984    4.123462
   86.020601  216.796557    0.580478    3.695474
   86.020633  216.774149    0.636712    4.224601
   86.020664  216.751788    0.571186    3.608280
   86.020694  216.729440    0.618575    4.054197
   86.020724  216.707097    0.395368    1.954523
   86.020752  216.684752    0.701108    4.830830
   86.020780  216.662384    0.428610    2.267458
   86.020807  216.640013    0.505216    2.988222
   86.020834  216.617640    0.534063    3.259707
   86.020861  216.595265    0.496309    2.904646
   86.020887  216.572891    0.616884    4.039047
   86.020913  216.550518    0.547429    3.385770
   86.020939  216.528148    0.493852    2.881863
   86.020965  216.505783    0.750212    5.293635
   86.020990  216.483424    0.422313    2.209086
   86.021016  216.461071    0.253460    0.620732
   86.021041  216.438721    0.589354    3.780709
   86.021067  216.416376    0.405755    2.053642
   86.021093  216.394039    0.517049    3.100732
   86.021119  216.371700    0.384123    1.850366
   86.021145  216.349355    0.542314    3.338630
   86.021172  216.326996    0.560423    3.509096
   86.021199  216.304617    0.523487    3.161736
   86.021225  216.282224    1.007066    7.711029
   86.021252  216.259817    0.470824    2.666533
   86.021277  216.237396    0.512340    3.057193
   86.021300  216.214952    0.550580    3.417040
   86.021323  216.192503    0.658373    4.431194
   86.021344  216.170053    0.775166    5.530015
   86.021364  216.147610    0.434960    2.329688
   86.021384  216.125193    0.635741    4.218614
   86.021402  216.102780    0.845526    6.192236
   86.021419  216.080372    0.653231    4.383369
   86.021434  216.057962    0.397476    1.977498
   86.021448  216.035546    0.764720    5.432402
   86.021460  216.013130    0.564962    3.553319
   86.021471  215.990712    0.396202    1.965845
   86.021480  215.968294    0.585442    3.746198
   86.021489  215.945869    0.425686    2.243427
   86.021496  215.923448    0.273847    0.815136
   86.021503  215.901034    0.402915    2.029425
   86.021509  215.878633    0.372634    1.744676
   86.021514  215.856255    0.546331    3.378807
   86.021519  215.833889    0.683749    4.671651
   86.021523  215.811532    0.606385    3.943976
   86.021527  215.789187    0.674026    4.580403
   86.021531  215.766856    0.832000    6.066630
   86.021534  215.744527    0.597464    3.860375
   86.021536  215.722196    0.864100    6.368818
   86.021539  215.699852    0.734738    5.151977
   86.021541  215.677483    0.633374    4.198518
   86.021543  215.655105    0.975111    7.413464
   86.021545  215.632720    0.805025    5.813520
   86.021547  215.610332    0.647871    4.335226
   86.021551  215.587944    0.510268    3.040853
   86.021555  215.565554    0.537731    3.299321
   86.021558  215.543162    0.591462    3.804893
   86.021562  215.520769    0.696741    4.795400
   86.021565  215.498376    0.339025    1.430349
   86.021567  215.475979    0.441309    2.392682
   86.021569  215.453580    0.720594    5.020119
   86.021571  215.431175    0.262884    0.714392
   86.021571  215.408764    0.262473    0.710630
   86.021571  215.386349    0.447459    2.450974
   86.021570  215.363929    0.595447    3.843253
   86.021567  215.341505    0.513439    3.071885
   86.021561  215.319074    0.503441    2.977938
   86.021555  215.296643    0.651423    4.370168
   86.021548  215.274215    0.587411    3.768087
   86.021541  215.251792    0.545064    3.369831
   86.021534  215.229380    0.240241    0.525030
   86.021527  215.206975    0.209401    0.457632
   86.021519  215.184581    0.268688    0.770198
   86.021511  215.162201    0.560431    3.514826
   86.021501  215.139845    0.741187    5.215370
   86.021490  215.117493    0.522930    3.162265
   86.021479  215.095138    0.697677    4.806278
   86.021466  215.072767    0.724377    5.057560
   86.021451  215.050359    0.553034    3.445786
   86.021436  215.027941    0.627660    4.147931
   86.021404  214.983099    0.148482    0.324497
   86.021389  214.960689    0.051681    0.112946
   86.021373  214.938287    0.312314    1.181800
   86.021357  214.915895    0.566076    3.569134
   86.021341  214.893523    0.395574    1.965272
   86.021323  214.871187    0.731249    5.123186
   86.021306  214.848858    0.935876    7.048292
   86.021288  214.826527    0.830543    6.057497
   86.021271  214.804180    0.529827    3.228665
   86.021255  214.781801    0.819803    5.956677
   86.021239  214.759407    0.822548    5.982607
   86.021223  214.736999    0.319868    1.253836
   86.021206  214.714576    0.487089    2.827048
   86.021187  214.692130    0.559028    3.503910
   86.021168  214.669682    0.536038    3.287738
   86.021148  214.647236    0.674741    4.592680
   86.021127  214.624807    0.588468    3.781183
   86.021106  214.602417    0.592772    3.821786
   86.021084  214.580036    0.692064    4.755963
   86.021062  214.557660    0.524526    3.179981
   86.021038  214.535281    0.421572    2.211575
   86.021014  214.512890    0.453222    2.509419
   86.020989  214.490495    0.525170    3.186363
   86.020963  214.468092    0.488541    2.841893
   86.020935  214.445683    0.259573    0.688022
   86.020905  214.423258    0.476849    2.732123
   86.020874  214.400830    0.463223    2.604043
   86.020842  214.378403    0.171403    0.374589
   86.020809  214.355980    0.222297    0.485815
   86.020775  214.333568    0.890072    6.619877
   86.020740  214.311162    0.712332    4.947932
   86.020704  214.288766    0.753746    5.337630
   86.020668  214.266381    0.456856    2.544793
   86.020630  214.244011    0.566866    3.579801
   86.020591  214.221651    0.577395    3.678963
   86.020552  214.199297    0.664101    4.494742
   86.020513  214.176952    0.456188    2.538945
   85.369544  184.516199    0.307680    1.293822
   85.368753  184.499672    0.497781    3.082261
   85.367960  184.483139    0.372878    1.907357
   85.363982  184.400296    0.488944    2.999714
   85.363184  184.383712    0.431705    2.461340
   85.362387  184.367144    0.403298    2.194208
   85.360796  184.334125    0.508490    3.183980
   85.360003  184.317665    0.581473    3.870651
   85.359210  184.301218    0.600829    4.052838
   85.358415  184.284776    0.535445    3.437847
   85.357618  184.268328    0.564074    3.707263
   85.356821  184.251878    0.493424    3.042729
   85.356023  184.235420    0.325600    1.464054
   85.355226  184.218944    0.518936    3.282921
   85.354429  184.202433    0.341292    1.611865
   85.353632  184.185917    0.519660    3.289935
   85.352835  184.169407    0.301157    1.234500
   85.352039  184.152914    0.603555    4.079351
   85.351243  184.136460    0.506957    3.170724
   85.350448  184.120022    0.329376    1.500252
   85.349652  184.103597    0.367810    1.861910
   85.348855  184.087184    0.492712    3.037004
   85.348058  184.070777    0.584261    3.898335
   85.347260  184.054379    0.562718    3.695766
   85.346461  184.037990    0.642169    4.443294
   85.345661  184.021611    0.628615    4.315877
   85.344860  184.005244    0.456066    2.692749
   85.344059  183.988884    0.791505    5.848437
   85.343256  183.972526    0.668939    4.695513
   85.342452  183.956165    0.825370    6.167211
   85.341646  183.939791    0.589803    3.951248
   85.340840  183.923419    0.584230    3.898915
   85.340033  183.907051    0.282274    1.058414
   85.339226  183.890693    0.556064    3.634142
   85.338420  183.874353    0.574098    3.803896
   85.337613  183.858020    0.648906    4.507733
   85.336807  183.841695    0.659720    4.609566
   85.336000  183.825377    0.400541    2.171474
   85.335192  183.809070    0.497369    3.082469
   85.334384  183.792762    0.398496    2.152433
   85.333576  183.776450    0.506340    3.167055
   85.332767  183.760120    0.646194    4.482804
   85.331957  183.743751    0.547800    3.557280
   85.331146  183.727383    0.859019    6.485116
   85.330336  183.711022    0.690267    4.897709
   85.269447  182.520735    0.638832    4.421049
   85.242522  182.015520    0.884980    6.739751
   85.241674  181.999759    0.468149    2.818580
   85.240826  181.983998    0.223246    0.514789
   85.209202  181.407487    0.857449    6.484501
   85.203175  181.299017    0.406155    2.239703
   85.202314  181.283563    0.337492    1.593859
   85.201456  181.268133    0.569122    3.772979
   85.200598  181.252712    0.503139    3.152352
   85.199739  181.237295    0.573444    3.813835
   85.198879  181.221878    0.410013    2.276471
   85.198017  181.206451    0.440050    2.559140
   85.197154  181.191025    0.609814    4.156265
   85.194557  181.144739    0.547303    3.568491
   85.193689  181.129313    0.544518    3.542383
   85.192821  181.113895    0.500628    3.129598
   85.191951  181.098490    0.492997    3.057903
   85.191081  181.083102    0.514411    3.259446
   85.190211  181.067729    0.684205    4.856852
   85.189339  181.052372    0.455163    2.702277
   85.188468  181.037037    0.608262    4.142623
   85.187598  181.021732    0.613660    4.193504
   85.186727  181.006438    0.855632    6.469916
   85.184108  180.960548    0.599810    4.063600
   85.183233  180.945233    0.404304    2.224497
   85.182357  180.929912    0.380158    1.997452
   85.181481  180.914580    0.336156    1.583607
   85.180604  180.899225    0.287847    1.129241
   85.179729  180.883873    0.335468    1.577322
   85.177980  180.853226    0.686721    4.881868
   85.177110  180.837979    0.491580    3.046211
   85.176240  180.822749    0.455423    2.706169
   85.175371  180.807529    0.721088    5.205464
   85.174502  180.792308    0.603760    4.101812
   85.173632  180.777069    0.490090    3.032579
   85.172761  180.761823    0.513307    3.251089
   85.171889  180.746569    0.576523    3.845879
   85.171016  180.731300    0.531665    3.423980
   85.170139  180.716002    0.519390    3.308599
   85.169262  180.700702    0.551656    3.612242
   85.168385  180.685410    0.398013    2.166965
   85.167508  180.670140    0.324883    1.479105
   85.166633  180.654917    0.415103    2.327932
   85.165758  180.639711    0.350315    1.718539
   85.164883  180.624515    0.325150    1.481901
   85.164007  180.609325    0.342993    1.649857
   85.163129  180.594130    0.314971    1.386338
   85.162250  180.578939    0.365216    1.859111
   85.161370  180.563751    0.341575    1.636810
   85.160489  180.548565    0.484638    2.982743
   85.159606  180.533377    0.337385    1.597587
   85.158723  180.518194    0.546272    3.562757
   85.157839  180.503020    0.395122    2.140929
   85.156955  180.487856    0.652642    4.563605
   85.156070  180.472704    0.549755    3.595806
   85.155185  180.457566    0.588253    3.958076
   85.154300  180.442441    0.556470    3.659171
   85.153415  180.427337    0.370332    1.908207
   85.152531  180.412265    0.538858    3.493687
   85.151647  180.397199    0.536327    3.469976
   85.150762  180.382134    0.497453    3.104367
   85.149878  180.367055    0.676649    4.790223
   85.148993  180.351943    0.935672    7.227035
   85.148109  180.336820    0.493108    3.063784
   85.147223  180.321689    0.305655    1.300447
   85.146336  180.306549    0.578406    3.866403
   85.145447  180.291396    0.410914    2.290854
   85.144558  180.276247    0.311231    1.353195
   85.143670  180.261111    0.950697    7.368969
   85.142783  180.246000    0.456882    2.723583
   85.141900  180.230937    0.550093    3.600544
   85.141018  180.215892    0.580023    3.882204
   85.140136  180.200863    0.699463    5.005911
   79.543777  146.994161    0.166725    0.364366
   79.542353  146.990783    0.185765    0.539397
   79.540927  146.987408    0.281019    1.435548
   79.539499  146.984040    0.127245    0.278085
   79.538070  146.980677    0.282683    1.451342
   79.536641  146.977323    0.089619    0.195857
   79.533791  146.970649    0.412503    2.672805
   79.532368  146.967326    0.434949    2.884034
   79.530946  146.964009    0.279415    1.420941
   79.529523  146.960694    0.196876    0.644535
   79.528100  146.957381    0.269254    1.325493
   79.526676  146.954067    0.166299    0.363435
   79.525250  146.950747    0.095690    0.209124
   79.522385  146.944067    0.417950    2.724599
   79.520947  146.940711    0.543176    3.902709
   79.519508  146.937355    0.255615    1.197597
   79.518069  146.934006    0.333073    1.926335
   79.516630  146.930672    0.269138    1.324949
   79.515192  146.927340    0.255299    1.194827
   79.513754  146.924009    0.120762    0.263917
   79.512320  146.920676    0.204249    0.714719
   79.510890  146.917336    0.226361    0.922804
   79.509461  146.913991    0.271833    1.350649
   79.508032  146.910641    0.419806    2.742750
   79.506601  146.907281    0.241184    1.062456
   79.505167  146.903907    0.151074    0.330161
   79.503731  146.900528    0.284473    1.469835
   79.502295  146.897147    0.208576    0.755914
   79.500859  146.893766    0.223757    0.898795
   79.499422  146.890391    0.242633    1.076442
   79.497987  146.887019    0.252649    1.170733
   79.496553  146.883652    0.215698    0.823188
   79.495123  146.880292    0.408848    2.640287
   79.493698  146.876944    0.513883    3.628453
   79.492276  146.873602    0.484882    3.355704
   79.490855  146.870267    0.444668    2.977469
   79.489434  146.866939    0.424256    2.785512
   79.488013  146.863619    0.379832    2.367665
   79.486592  146.860305    0.291707    1.538714
   79.485170  146.856994    0.371350    2.288016
   79.483746  146.853686    0.076208    0.166547
   79.482318  146.850378    0.243235    1.082925
   79.480888  146.847073    0.226069    0.921511
   79.479457  146.843771    0.498975    3.488897
   79.478026  146.840471    0.346755    2.056979
   79.476593  146.837175    0.257982    1.221930
   79.475161  146.833882    0.325492    1.857090
   79.473729  146.830591    0.122896    0.268582
   79.472299  146.827302    0.292309    1.545063
   79.470872  146.824018    0.296550    1.585033
   79.469445  146.820733    0.358617    2.168985
   79.468017  146.817445    0.238339    1.037559
   79.466586  146.814150    0.253814    1.183208
   79.465151  146.810843    0.339358    1.988016
   79.463713  146.807530    0.343755    2.029444
   79.462273  146.804211    0.243296    1.084468
   79.460830  146.800887    0.323581    1.839800
   79.459384  146.797555    0.298168    1.600802
   79.457937  146.794222    0.274633    1.379468
   79.456492  146.790888    0.291322    1.536538
   79.455051  146.787560    0.292545    1.548110
   79.453617  146.784243    0.366893    2.247602
   79.452187  146.780927    0.312305    1.734139
   79.450758  146.777611    0.390649    2.471221
   79.449330  146.774290    0.303714    1.653462
   79.447902  146.770959    0.474063    3.256067
   79.446474  146.767625    0.545559    3.928715
   79.445045  146.764290    0.440148    2.937149
   79.443615  146.760953    0.368598    2.264128
   79.442181  146.757613    0.308587    1.699656
   79.440748  146.754277    0.372735    2.303186
   79.439316  146.750947    0.249502    1.143957
   79.437886  146.747632    0.289909    1.524148
   79.436462  146.744337    0.281133    1.441657
   79.435039  146.741053    0.290139    1.526455
   79.433618  146.737777    0.290353    1.528531
   79.432198  146.734508    0.298164    1.602078
   79.430778  146.731243    0.261842    1.260459
   79.429359  146.727982    0.285627    1.484279
   79.427937  146.724723    0.481527    3.327248
   79.426512  146.721466    0.507296    3.569732
   79.425082  146.718207    0.457286    3.099338
   79.423650  146.714948    0.389435    2.461110
   79.422215  146.711689    0.476655    3.281688
   79.420779  146.708428    0.518749    3.677743
   79.419342  146.705166    0.251381    1.162596
   79.417904  146.701902    0.228480    0.947222
   79.416466  146.698638    0.289531    1.521619
   79.415030  146.695373    0.241817    1.072820
   79.413596  146.692108    0.232660    0.986751
   79.412162  146.688841    0.243961    1.093130
   79.410728  146.685571    0.244172    1.095176
   79.409293  146.682295    0.260960    1.253177
   79.407856  146.679013    0.230647    0.968077
   79.406417  146.675723    0.216015    0.830498
   79.404977  146.672425    0.260734    1.251257
   79.403535  146.669115    0.232507    0.985784
   79.402090  146.665785    0.275310    1.388513
   79.400645  146.662450    0.449807    3.030134
   79.399201  146.659115    0.345131    2.045483
   79.397762  146.655787    0.244725    1.100995
   79.396330  146.652476    0.206344    0.739995
   79.394901  146.649171    0.208764    0.762833
   79.393474  146.645872    0.228973    0.953015
   79.392049  146.642580    0.250778    1.158207
   79.390625  146.639294    0.260452    1.249285
   79.389202  146.636012    0.000000    0.000000
   79.387778  146.632733    0.217800    0.848181
   79.386352  146.629453    0.226085    0.926182
   79.384921  146.626169    0.237770    1.036177
   79.383488  146.622889    0.247457    1.127375
   79.382055  146.619614    0.212028    0.794149
   79.380623  146.616348    0.182194    0.513556
   79.379192  146.613096    0.239110    1.049052
   79.377762  146.609852    0.195983    0.643411
   79.376334  146.606616    0.232758    0.989429
   79.374907  146.603388    0.219663    0.866315
   79.373483  146.600171    0.192140    0.607464
   79.372059  146.596957    0.181691    0.509227
   79.370634  146.593742    0.257457    1.222051
   79.369207  146.590523    0.262987    1.274145
   79.367773  146.587294    0.324476    1.852656
   79.366337  146.584060    0.255088    1.199966
   79.364899  146.580820    0.247954    1.132926
   79.363458  146.577574    0.207098    0.748643
   79.362014  146.574319    0.201162    0.692873
   79.360570  146.571062    0.360414    2.191077
   79.359126  146.567802    0.270649    1.346696
   79.357685  146.564545    0.259849    1.245164
   79.356249  146.561296    0.278696    1.422530
   79.354814  146.558046    0.293731    1.564038
   79.353380  146.554793    0.276741    1.404274
   79.351946  146.551534    0.254793    1.197867
   79.350511  146.548265    0.344358    2.040509
   79.349075  146.544990    0.322865    1.838381
   79.347637  146.541711    0.379893    2.374930
   79.346197  146.538427    0.386231    2.434624
   79.344751  146.535133    0.329236    1.898524
   79.343305  146.531842    0.358133    2.170435
   79.341863  146.528558    0.380912    2.384794
   79.340427  146.525289    0.277606    1.413024
   79.339003  146.522048    0.240749    1.066368
   79.337584  146.518819    0.176313    0.460267
   79.336167  146.515599    0.404227    2.604396
   79.334750  146.512386    0.289319    1.523487
   79.333330  146.509177    0.216221    0.835896
   79.331909  146.505970    0.307443    1.694114
   79.330485  146.502764    0.237829    1.039306
   79.329060  146.499553    0.213989    0.815100
   79.327629  146.496330    0.205641    0.736631
   79.326197  146.493107    0.286424    1.496655
   79.324763  146.489884    0.244713    1.104336
   79.323327  146.486664    0.212351    0.799961
   79.321890  146.483450    0.291720    1.546684
   79.320453  146.480240    0.326467    1.873628
   79.319016  146.477035    0.257989    1.229498
   79.317583  146.473835    0.214588    0.821272
   79.316155  146.470646    0.213084    0.807196
   79.314727  146.467458    0.214172    0.817501
   79.313299  146.464268    0.227916    0.946855
   79.311869  146.461075    0.446794    3.005987
   79.310435  146.457872    0.393288    2.502704
   79.308998  146.454661    0.379472    2.372797
   79.307559  146.451442    0.337575    1.978725
   79.306116  146.448210    0.263834    1.285089
   79.304667  146.444958    0.230546    0.972007
   79.303218  146.441699    0.228072    0.948806
   79.301769  146.438438    0.294945    1.577968
   79.300323  146.435179    0.279893    1.436437
   79.298882  146.431931    0.229789    0.965164
   79.297444  146.428686    0.399244    2.559351
   79.296008  146.425442    0.294931    1.578112
   79.294574  146.422198    0.404600    2.609871
   79.293144  146.418953    0.404133    2.605546
   79.291714  146.415708    0.253939    1.192689
   79.290284  146.412463    0.340355    2.005704
   79.288852  146.409216    0.245839    1.116627
   79.287414  146.405965    0.295811    1.586799
   79.285974  146.402717    0.279658    1.434908
   79.284535  146.399473    0.149790    0.327356
   79.283096  146.396236    0.203103    0.714865
   79.281659  146.393011    0.189498    0.586947
   79.280224  146.389795    0.170784    0.410966
   79.278791  146.386589    0.192706    0.617262
   79.277362  146.383396    0.200017    0.686112
   79.275939  146.380223    0.241139    1.073026
   79.274518  146.377057    0.279193    1.431081
   79.273096  146.373896    0.282982    1.466794
   79.271673  146.370736    0.226664    0.937059
   79.270244  146.367569    0.270985    1.354061
   79.268814  146.364402    0.230846    0.976527
   79.267380  146.361233    0.197760    0.665344
   79.265943  146.358062    0.234034    1.006655
   79.264501  146.354889    0.220311    0.877624
   79.263057  146.351713    0.246657    1.125538
   79.261613  146.348536    0.356456    2.158530
   79.260172  146.345359    0.301001    1.636910
   79.258737  146.342185    0.324022    1.853543
   79.257302  146.339007    0.308146    1.704262
   79.255869  146.335824    0.343844    2.040148
   79.254434  146.332636    0.381376    2.393295
   79.252998  146.329438    0.249225    1.150176
   79.251561  146.326232    0.300651    1.634025
   79.250122  146.323018    0.236289    1.028616
   79.248679  146.319791    0.213197    0.811457
   79.247230  146.316545    0.182236    0.520262
   79.245780  146.313294    0.233931    1.006647
   79.244330  146.310042    0.169568    0.401225
   79.242882  146.306793    0.259431    1.246671
   79.241439  146.303555    0.180363    0.502915
   79.239998  146.300326    0.279253    1.433283
   79.238560  146.297106    0.253037    1.186725
   79.237124  146.293902    0.240223    1.066243
   79.235693  146.290721    0.254944    1.204803
   79.234263  146.287549    0.316930    1.787992
   79.232833  146.284383    0.256594    1.220455
   79.231402  146.281217    0.224864    0.922028
   79.229967  146.278044    0.205454    0.739505
   79.228532  146.274873    0.236726    1.033758
   79.227096  146.271704    0.339710    2.002632
   79.225659  146.268538    0.305641    1.682201
   79.224223  146.265376    0.168998    0.396821
   79.222788  146.262219    0.241897    1.082673
   79.221354  146.259069    0.280895    1.449609
   79.219923  146.255928    0.330894    1.920036
   79.218497  146.252803    0.284854    1.486987
   79.217073  146.249682    0.377849    2.361886
   79.215648  146.246562    0.179912    0.499899
   79.214222  146.243440    0.385800    2.436820
   79.212793  146.240311    0.360744    2.201180
   79.211361  146.237176    0.393447    2.508891
   79.209926  146.234034    0.344143    2.045146
   79.208487  146.230883    0.308688    1.711677
   79.207040  146.227719    0.511378    3.618513
   79.205591  146.224548    0.286474    1.502833
   79.204142  146.221372    0.396774    2.540534
   79.202696  146.218192    0.286056    1.499037
   79.201257  146.215009    0.297408    1.605892
   79.199819  146.211824    0.240884    1.074219
   79.198383  146.208639    0.347283    2.075216
   79.196949  146.205458    0.479270    3.316929
   79.195514  146.202284    0.502189    3.532607
   79.194080  146.199109    0.362125    2.215048
   79.192643  146.195930    0.387132    2.450358
   79.191203  146.192739    0.466171    3.193973
   79.189756  146.189529    0.380090    2.384244
   79.188307  146.186315    0.367187    2.262935
   79.186857  146.183102    0.360171    2.197001
   79.185408  146.179896    0.456074    3.099260
   79.183962  146.176705    0.481452    3.338067
   79.182518  146.173524    0.414568    2.708932
   79.181077  146.170353    0.408568    2.652557
   79.179642  146.167194    0.459356    3.130405
   79.178216  146.164051    0.514122    3.645675
   79.176793  146.160918    0.362222    2.216757
   79.175371  146.157792    0.395944    2.534062
   79.173947  146.154672    0.377810    2.363535
   79.172518  146.151554    0.413667    2.700924
   79.171087  146.148439    0.497796    3.492413
   79.169654  146.145327    0.394187    2.517802
   79.168218  146.142215    0.394337    2.519271
   79.166777  146.139101    0.425430    2.811844
   79.165334  146.135988    0.268388    1.334559
   79.163893  146.132877    0.333309    1.945359
   79.162455  146.129771    0.344723    2.052801
   79.161023  146.126672    0.370923    2.299338
   79.159594  146.123574    0.368024    2.272141
   79.158166  146.120472    0.434338    2.896046
   79.156737  146.117364    0.416854    2.731632
   79.155308  146.114246    0.361028    2.206521
   79.153877  146.111120    0.427541    2.832303
   79.152442  146.107984    0.444021    2.987401
   79.151003  146.104837    0.413690    2.702128
   79.149555  146.101672    0.340116    2.010060
   79.148104  146.098501    0.262604    1.280947
   79.146653  146.095325    0.284800    1.489824
   79.145202  146.092150    0.231049    0.984240
   79.143754  146.088980    0.234864    1.020195
   79.142309  146.085813    0.242410    1.091242
   79.140865  146.082650    0.338767    1.997774
   79.139426  146.079494    0.284100    1.483570
   79.137991  146.076351    0.290606    1.544845
   79.136557  146.073210    0.278041    1.426707
   79.135124  146.070070    0.416365    2.728033
   79.133688  146.066925    0.309016    1.718234
   79.132247  146.063767    0.285648    1.498469
   79.130804  146.060608    0.196391    0.658870
   79.129360  146.057453    0.293753    1.574854
   79.127916  146.054304    0.324183    1.861183
   79.126470  146.051166    0.356820    2.168278
   79.125026  146.048038    0.379479    2.381503
   79.123585  146.044922    0.535963    3.853676
   79.122148  146.041822    0.410414    2.672652
   79.120719  146.038747    0.334520    1.958766
   79.119293  146.035680    0.312417    1.750893
   79.117867  146.032620    0.368322    2.276883
   79.116440  146.029561    0.269483    1.347130
   79.115010  146.026497    0.240052    1.070331
   79.113577  146.023431    0.191699    0.615524
   79.112142  146.020360    0.262401    1.280707
   79.110703  146.017280    0.238526    1.056171
   79.109259  146.014185    0.184809    0.550909
   79.107813  146.011084    0.224189    0.921439
   79.106368  146.007981    0.156476    0.341968
   79.104925  146.004878    0.146933    0.321112
   79.103487  146.001780    0.144594    0.315999
   79.102050  145.998681    0.206993    0.759934
   79.100615  145.995581    0.254248    1.204550
   79.099181  145.992479    0.217791    0.861653
   79.097747  145.989374    0.235028    1.023867
   79.096312  145.986264    0.264259    1.298918
   79.094876  145.983148    0.276237    1.411670
   79.093434  145.980021    0.299053    1.626376
   79.091985  145.976877    0.246737    1.134286
   79.090533  145.973727    0.295452    1.592635
   79.089081  145.970575    0.283963    1.484626
   79.087629  145.967426    0.349509    2.101304
   79.086180  145.964284    0.320150    1.825178
   79.084733  145.961147    0.228749    0.965405
   79.083289  145.958017    0.236815    1.041357
   79.081850  145.954897    0.231109    0.987747
   79.080418  145.951792    0.240827    1.079236
   79.078988  145.948696    0.265280    1.309337
   79.077559  145.945605    0.295994    1.598342
   79.076127  145.942518    0.292456    1.565125
   79.074689  145.939434    0.152575    0.333441
   79.073249  145.936351    0.350453    2.110858
   79.071808  145.933270    0.341620    2.027823
   79.070364  145.930187    0.306770    1.700049
   79.068917  145.927097    0.238938    1.061998
   79.067471  145.924009    0.206043    0.752611
   79.066026  145.920925    0.193339    0.633168
   79.064587  145.917850    0.187653    0.579741
   79.063157  145.914790    0.191754    0.618392
   79.061729  145.911737    0.181757    0.524411
   79.060303  145.908688    0.211746    0.806595
   79.058876  145.905644    0.194572    0.645096
   79.057448  145.902605    0.257585    1.237949
   79.056017  145.899564    0.249360    1.160645
   79.054583  145.896516    0.301928    1.655233
   79.053144  145.893455    0.222803    0.910948
   79.051695  145.890369    0.216508    0.851795
   79.050244  145.887274    0.279152    1.441177
   79.048792  145.884174    0.266130    1.318744
   79.047342  145.881074    0.220878    0.893110
   79.045898  145.877981    0.236895    1.043856
   79.044455  145.874888    0.228094    0.961130
   79.043015  145.871795    0.154305    0.337222
   79.041577  145.868702    0.213388    0.822917
   79.040142  145.865610    0.226261    0.944092
   79.038708  145.862516    0.285296    1.499523
   79.037272  145.859422    0.257392    1.237083
   79.035832  145.856323    0.268045    1.337367
   79.034385  145.853217    0.239871    1.072394
   79.032936  145.850111    0.270654    1.362049
   79.031485  145.847006    0.240067    1.074379
   79.030035  145.843906    0.244875    1.119675
   79.028584  145.840813    0.345626    2.067546
   79.027135  145.837727    0.252143    1.188187
   79.025689  145.834650    0.209031    0.782681
   79.024247  145.831586    0.238805    1.062844
