STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 00:53,FM-15,CLR:00,10.00,,59,15.0,57,13.8,55,12.8,87,3,150,,30.07,8,,30.17,0.00,30.18,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 01:53,FM-15,FEW:02 50,9.00,,59,15.0,57,14.1,56,13.3,90,0,000,,30.06,,,30.17,0.00,30.17,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 02:53,FM-15,CLR:00,7.00,,56,13.3,55,12.7,54,12.2,93,0,000,,30.06,,,30.17,0.00,30.17,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 03:53,FM-15,SCT:04 35,7.00,MI:1 FG:2 |FG:31 |FG:12,54,12.2,53,11.9,53,11.7,97,0,000,,30.06,5,,30.17,0.00,30.17,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 04:53,FM-15,FEW:02 39,8.00,,57,13.9,56,13.3,55,12.8,93,3,080,,30.05,,,30.15,0.00,30.16,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 05:53,FM-15,CLR:00,8.00,MI:1 FG:2 ||FG:12,57,13.9,56,13.3,55,12.8,93,0,000,,30.05,,,30.15,0.00,30.16,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 06:53,FM-15,FEW:02 35,10.00,MI:1 FG:2 |FG:31 |FG:12,54,12.2,53,11.6,52,11.1,93,3,110,,30.06,3,,30.17,0.00,30.17,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 07:53,FM-15,FEW:02 35 FEW:02 110,10.00,MI:1 FG:2 |FG:31 |FG:12,56,13.3,55,12.7,54,12.2,93,7,150,,30.07,,,30.18,0.00,30.18,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 08:53,FM-15,SCT:04 43,10.00,,64,17.8,61,16.1,59,15.0,84,6,160,,30.09,,,30.20,0.00,30.20,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 09:53,FM-15,SCT:04 42,10.00,,73,22.8,65,18.4,60,15.6,64,9,150,,30.11,3,,30.21,0.00,30.22,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 10:53,FM-15,BKN:07 44,10.00,,75,23.9,66,19.1,61,16.1,62,11,150,,30.11,,,30.22,0.00,30.22,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 11:53,FM-15,BKN:07 44,10.00,,78,25.6,68,20.0,62,16.7,58,10,170,,30.09,,,30.20,0.00,30.20,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 12:53,FM-15,BKN:07 41,10.00,,78,25.6,67,19.6,61,16.1,56,11,150,18,30.06,8,,30.17,0.00,30.17,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 13:53,FM-15,FEW:02 44 SCT:04 250,10.00,,80,26.7,67,19.7,60,15.6,51,10,160,,30.03,,,30.14,0.00,30.14,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 14:53,FM-15,SCT:04 45 SCT:04 250,10.00,,81,27.2,68,20.2,61,16.1,51,10,150,,30.02,,,30.13,0.00,30.13,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 15:53,FM-15,SCT:04 45 SCT:04 250,10.00,,80,26.7,68,20.0,61,16.1,52,8,170,,30.02,6,,30.13,0.00,30.13,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 16:53,FM-15,FEW:02 45 SCT:04 250,10.00,,79,26.1,68,19.8,61,16.1,54,6,170,,30.03,,,30.14,0.00,30.14,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 17:53,FM-15,FEW:02 49 SCT:04 250,10.00,,74,23.3,65,18.6,60,15.6,62,3,160,,30.03,,,30.14,0.00,30.14,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 18:53,FM-15,SCT:04 250,10.00,,71,21.7,66,18.9,63,17.2,76,8,110,,30.05,3,,30.16,0.00,30.16,,,,,,,,,,0718,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 19:00,FM-12,,,,71,21.7,66,18.9,63,17.2,76,8,110,,30.06,3,-0.03,30.16,,,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 19:53,FM-15,SCT:04 250,10.00,,70,21.1,66,18.7,63,17.2,79,7,110,,30.07,,,30.18,0.00,30.18,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 20:53,FM-15,FEW:02 250,10.00,,69,20.6,65,18.5,63,17.2,81,8,120,,30.08,,,30.19,0.00,30.19,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 21:53,FM-15,CLR:00,10.00,,69,20.6,65,18.5,63,17.2,81,8,120,,30.09,1,,30.19,0.00,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 22:53,FM-15,CLR:00,10.00,,67,19.4,65,18.1,63,17.2,87,6,130,,30.09,,,30.20,0.00,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 23:53,FM-15,CLR:00,10.00,,66,18.9,64,17.9,63,17.2,90,5,120,,30.09,,,30.20,0.00,30.20,81,53,67,6.7,,,,0,2,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,81,53,67,6.7,76,59,62,0,2,0718,1741,MIFG:21 FG:01,0.00,0.0,0,30.05,30.17,6.0,22,160,16,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 00:53,FM-15,FEW:02 30 FEW:02 50 FEW:02 250,10.00,,64,17.8,63,17.4,63,17.2,96,3,160,,30.09,0,,30.19,0.00,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 01:00,FM-12,26,,,64,17.8,63,17.4,63,17.2,96,3,160,,30.10,,0.00,30.19,,,72,53,62,1.8,,,,3,0,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 01:53,FM-15,FEW:02 250,7.00,,63,17.2,62,16.9,62,16.7,97,0,000,,30.09,,,30.19,0.00,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 02:53,FM-15,CLR:00,7.00,,63,17.2,62,16.6,61,16.1,93,0,000,,30.08,,,30.19,0.00,30.19,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 03:53,FM-15,CLR:00,7.00,,61,16.1,60,15.5,59,15.0,93,0,000,,30.08,8,,30.18,0.00,30.19,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 04:53,FM-15,CLR:00,7.00,,60,15.6,59,15.2,59,15.0,96,0,000,,30.07,,,30.17,0.00,30.18,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 05:53,FM-15,FEW:02 50 SCT:04 250,7.00,,61,16.1,60,15.8,60,15.6,97,3,080,,30.09,,,30.19,0.00,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 06:23,FM-16,FEW:02 1 FEW:02 50,6.00,BR:1 BC:3 FG:2 |FG:31 |,61,16.1,60,15.8,60,15.6,97,6,100,,30.09,,,,,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 06:53,FM-15,FEW:02 2 FEW:02 50,6.00,BR:1 BC:3 FG:2 |FG:31 |,59,15.0,59,15.0,59,15.0,100,0,000,,30.09,3,,30.19,0.00,30.20,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 07:00,FM-12,2,,,59,15.0,59,15.0,59,15.0,100,0,000,,30.10,3,-0.01,30.19,,,81,58,70,9.8,,,,0,5,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 07:53,FM-15,FEW:02 3 FEW:02 12 FEW:02 250,7.00,BC:3 FG:2 |FG:31 |,62,16.7,61,16.3,61,16.1,96,0,000,,30.10,,,30.21,0.00,30.21,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 08:53,FM-15,FEW:02 48 FEW:02 250,8.00,,69,20.6,68,19.8,67,19.4,93,5,140,,30.10,,,30.21,0.00,30.21,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 09:53,FM-15,FEW:02 12 FEW:02 50 SCT:04 250,10.00,,76,24.4,71,21.9,69,20.6,79,9,160,,30.12,3,,30.22,0.00,30.23,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 10:53,FM-15,FEW:02 15 SCT:04 60 BKN:07 250,10.00,,78,25.6,72,22.2,69,20.6,74,9,180,,30.12,,,30.23,0.00,30.23,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 11:53,FM-15,SCT:04 22 SCT:04 250,10.00,,81,27.2,72,22.4,68,20.0,65,16,180,,30.07,,,30.17,0.00,30.18,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 12:53,FM-15,SCT:04 28 SCT:04 55 BKN:07 250,10.00,,81,27.2,72,22.1,67,19.4,62,11,170,,30.03,8,,30.14,0.00,30.14,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 13:00,FM-12,26,,,81,27.2,72,22.1,67,19.4,62,11,170,,30.04,8,+0.09,30.14,,,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 13:53,FM-15,SCT:04 32 SCT:04 55 BKN:07 230,10.00,,83,28.3,72,22.1,66,18.9,57,13,180,,30.00,,,30.11,0.00,30.11,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 14:53,FM-15,SCT:04 37 SCT:04 55,10.00,,83,28.3,72,22.1,66,18.9,57,9,150,,29.97,,,30.08,0.00,30.08,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 15:53,FM-15,FEW:02 43 SCT:04 60,10.00,,84,28.9,72,22.3,66,18.9,55,8,130,,29.97,6,,30.07,0.00,30.08,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 16:53,FM-15,FEW:02 43,10.00,,83,28.3,72,22.1,66,18.9,57,8,180,,29.97,,,30.07,0.00,30.08,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 17:53,FM-15,FEW:02 43,10.00,,78,25.6,70,20.9,65,18.3,64,3,170,,29.98,,,30.09,0.00,30.09,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 18:53,FM-15,FEW:02 43,10.00,,76,24.4,71,21.9,69,20.6,79,7,110,,29.97,0,,30.07,0.00,30.08,,,,,,,,,,0718,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 19:00,FM-12,41,,,76,24.4,71,21.9,69,20.6,79,7,110,,29.98,,0.00,30.07,,,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 19:53,FM-15,FEW:02 43 BKN:07 90,10.00,,74,23.3,71,21.5,69,20.6,85,7,120,,29.98,,,30.09,0.00,30.09,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 20:53,FM-15,FEW:02 100 BKN:07 250,10.00,,72,22.2,70,21.1,69,20.6,91,6,130,,29.99,,,30.10,0.00,30.10,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 21:53,FM-15,SCT:04 60 BKN:07 250,10.00,,72,22.2,69,20.4,67,19.4,84,9,160,,29.98,0,,30.09,0.00,30.09,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 22:53,FM-15,FEW:02 45 BKN:07 60 BKN:07 250,10.00,,72,22.2,69,20.4,67,19.4,84,10,170,,29.98,,,30.09,0.00,30.09,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 23:53,FM-15,FEW:02 75 BKN:07 250,10.00,,70,21.1,67,19.7,66,18.9,87,6,210,,30.00,,,30.11,0.00,30.11,85,58,72,11.8,,,,0,7,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,85,58,72,11.8,80,65,67,0,7,0718,1742,FG:01 BR:13,0.00,0.0,0,30.04,30.14,6.0,22,200,18,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-03 00:53,FM-15,SCT:04 39 BKN:07 75 BKN:07 250,10.00,,70,21.1,68,20.0,67,19.4,90,7,180,,29.98,8,,30.09,0.00,30.09,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-03 01:00,FM-12,41,,,70,21.1,68,20.0,67,19.4,90,7,180,,29.99,8,+0.01,30.09,,,75,58,66,5.9,,,,0,1,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-03 01:53,FM-15,FEW:02 75,10.00,,69,20.6,68,19.8,67,19.4,93,8,160,,29.96,,,30.07,0.00,30.07,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-03 02:23,FM-16,FEW:02 8 FEW:02 16,9.00,,68,20.0,67,19.3,66,18.9,93,5,180,,29.96,,,,,30.07,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12815,ORLANDO INTERNATIONAL AIRPORT FL US,27.4,28.4339,-81.325,2017-01-03 02:37,FM-16,SCT:04 8 BKN:07 16 BKN:07 250,8.00,,67,19.4,66,19.1,66,18.9,97,5,170,,29.95,,,,,30.06,,,,,,,,,,0718,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
